bookID,title,authors,publication_date,publisher
866,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,2006-09-19,VIZ Media LLC
868,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,2005-09-13,VIZ Media LLC
869,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,2006-07-18,VIZ Media LLC
870,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,2005-05-03,VIZ Media LLC
871,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa/Akira Watanabe,2005-11-08,VIZ Media LLC
872,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/Mœbius,1998-11-01,HarperCollins Publishers
873,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,2005-07-05,VIZ Media LLC
880,Pompeii,Robert   Harris,2005-11-08,Random House Trade Paperbacks
888,The Last Days of Pompeii,Edward Bulwer-Lytton/John Gregory Betancourt,2002-12-03,Borgo Press
890,Of Mice and Men,John Steinbeck,2002-01-08,Penguin Books
900,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,2005-09-06,It Books
902,The Westing Game,Ellen Raskin,2004-04-12,Puffin
903,The Egypt Game,Zilpha Keatley Snyder,2009-07-07,Turtleback Books
929,Memoirs of a Geisha,Arthur Golden,2005-11-22,Vintage Books USA
930,Memoirs of a Geisha,Arthur Golden,2005-11-15,Random House Large Print Publishing
931,Memoirs of a Geisha,Arthur Golden,2005-12-01,Vintage
932,Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,2005-10-20,Newmarket Press
933,Memoirs of a Geisha,Arthur Golden,1998-06-04,Vintage
935,Geisha of Gion,Mineko Iwasaki/Rande Brown,2003-05-06,Pocket Books
941,Love As A Foreign Language #5,J. Torres/Eric  Kim,2006-02-01,Oni Press
944,Jungle Love,Margaret Johnson/Philip Prowse,2002-08-01,Cambridge University Press
955,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,2005-01-01,Moody Publishers
960,Angels & Demons (Robert Langdon  #1),Dan Brown,2006-04-01,Pocket Books
965,Ángeles y demonios (Robert Langdon  #1),Dan Brown,2005-12-01,Umbriel
966,Angeles & Demonios,Dan Brown/Raúl Amundaray,2005-12-01,FonoLibro
968,The Da Vinci Code (Robert Langdon  #2),Dan Brown,2006-03-28,Anchor
969,The Da Vinci Code,Dan Brown,2006-03-28,Broadway Books
972,Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,2005-05-03,Pocket
975,Deception Point,Dan Brown,2006-04-01,Pocket Books
977,Deception Point,Dan Brown,2004-05-01,Corgi Books
980,Deception Point,Dan Brown,2005-08-01,Bantam Press
987,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,2005-02-01,Pinnacle
998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,1998-10-01,Gallery Books
1005,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,2005-09-01,Tarcherperigee
1007,Think and Grow Rich,Napoleon Hill,2004-08-07,High Roads Media
1014,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,2006-06-07,Pragmatic Bookshelf
1022,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,2005-06-01,Firebrand Books
1032,Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,2004-12-28,Ballantine Books
1052,The Richest Man in Babylon,George S. Clason,2008-02-01,Berkley Books
1053,The Richest Man in Babylon,George S. Clason,2005-06-17,Recorded Books  Inc.
1059,Shibumi,Trevanian/Gisela Stege,2005-05-10,Broadway Books
1067,1776,David McCullough,2006-07-04,Simon  Schuster
1068,1776,Peter  Stone/Sherman Edwards,1976-11-18,Penguin Books
1073,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,2000-07-15,University of Chicago Press
1078,The Good Earth (House of Earth  #1),Pearl S. Buck,2009-03-04,Howard Publishing Co
1090,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,2005-03-15,Zondervan
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2005-07-05,Harper Perennial
1099,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,2002-04-04,Penguin Books
1103,Snow Flower and the Secret Fan,Lisa See,2006-02-21,Random House
1110,The Broker,John Grisham,2006-09-26,Delta
3710,The Autograph Man,Zadie Smith,2003-06-17,Vintage
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,1975-07-12,Vintage
1117,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,2006-07-25,Ballantine Books
1120,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael D'Orso,1999-06-10,HarperCollins Publishers  Inc.
1121,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,2005-04-01,Rodale Books
1123,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,2003-11-26,High Point Media
1130,The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,2005-10-01,John Wiley & Sons
1138,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,2003-04-18,Wiley
1164,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,2005-05-15,B Books
1167,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,1993-02-16,Random House Books for Young Readers
1169,Monkey Business,Sarah Mlynowski,2004-09-24,Red Dress Ink
1171,Liar's Poker,Michael   Lewis,1990-10-01,Penguin Books
1177,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,1993-06-01,Walker & Company
1188,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,2001-03-01,Ryland Peters & Small
1191,Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,2006-04-04,Clarkson Potter
1192,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,2005-02-22,Clarkson Potter
1193,Everyday Pasta,Giada De Laurentiis/Victoria Pearson,2007-04-03,Clarkson Potter
1196,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,2006-09-26,Clarkson Potter
1197,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,2003-03-25,Clarkson Potter Publishers
1198,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,2004-10-01,Clarkson Potter Publishers
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,2006-10-17,William Morrow
1204,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,2006-08-01,Ediciones B
1206,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,2006-12-08,Harper
1218,The Last Assassin (John Rain  #5),Barry Eisler,2006-06-01,Putnam Publishing Group
1226,Life of Pi,Yann Martel,2004-05-03,Mariner Books / Harvest Books
1230,L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,2005-11-24,Gallimard
1234,Shadows and Wind: A View of Modern Vietnam,Robert Templer,1999-09-01,Penguin Books
1241,A Million Little Pieces,James Frey,2005-09-22,Anchor Books
1242,A Million Little Pieces of Feces,Python Bonkers,2006-02-10,Lulu.com
1243,A Million Little Lies,James Pinocchio/Pablo Fenjves,2006-03-28,William Morrow Paperbacks
1246,The Leadership Challenge,James M. Kouzes/Barry Z. Posner,2003-08-07,Jossey-Bass
1252,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,1993-02-01,Business Plus
1255,Leadership in Organizations,Gary Yukl,2005-07-07,Prentice Hall
1265,Leadership,Rudolph W. Giuliani,2002-10-01,Little  Brown
1274,Men Are from Mars  Women Are from Venus,John Gray,2012-04-03,Harper Paperbacks
1276,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,1998-10-21,Harper
1281,Men Are from Mars  Women Are from Venus,John Gray,2007-04-03,HarperAudio
1290,How to Succeed with Women,Ron  Louis/David Copeland,1998-10-29,Prentice Hall Press
1295,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,2002-06-25,Bantam
1296,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,1980-05-04,Crown Publishing Group
1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,2004-03-17,W. W. Norton  Company
1302,Juiced Official Strategy Guide,Doug Walsh,2005-06-01,BradyGames
1303,The 48 Laws of Power,Robert Greene/Joost Elffers,2000-09-01,Penguin (Business)
1305,Gates of Fire,Steven Pressfield,2005-09-27,Bantam
1307,Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,1992-03-01,Spectra Books
1312,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,2001-06-18,Tor Classics
1315,The Afghan Campaign,Steven Pressfield,2006-07-01,Doubleday Books
1317,Tides of War,Steven Pressfield,2001-08-28,Bantam
1318,Last of the Amazons,Steven Pressfield,2003-07-01,Bantam
1319,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,2003-04-01,Warner Books
1320,Gita on the Green,Stephen J. Rosen/Steven Pressfield,2002-05-30,Continuum
1322,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,2006-04-24,Stackpole Books
1326,Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,1973-01-30,Penguin Classics
1327,Phaedrus,Plato/Robin Waterfield,2003-01-16,Oxford University Press  USA
1328,Phaedrus,Plato/C.J. Rowe,2005-08-25,Penguin Classics
1334,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,1991-12-01,Prometheus Books
1337,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,2019-02-11,St. Augustines Press
1338,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,2006-06-15,Hackett Publishing Company  Inc.
1342,Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,1998-09-01,Cornell University Press
1351,Statesman,Plato/C.J. Rowe,1999-03-15,Hackett Publishing Company  Inc.
1354,Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,2004-01-29,Penguin Classics
1362,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,2003-01-30,Penguin Books
1363,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,1954-09-01,Penguin Classics
1364,The History (Great Minds),Herodotus/Henry Francis Cary,1992-11-01,Prometheus Books
1365,The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,1998-11-19,Oxford University Press
1366,The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,1970-08-30,Penguin Classics
1367,The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,1992-01-17,W.W. Norton & Company
1368,The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,1997-03-25,Everyman's Library 234
1369,The History,Herodotus/Peter Grene,1987-03-14,University of Chicago Press
1371,The Iliad,Homer/Robert Fagles/Bernard Knox,1999-04-29,Penguin Classics
1373,Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,1997-03-12,Hackett Publishing Company  Inc.
1374,The Iliad,Homer/Robert Fitzgerald/Andrew Ford,2004-04-03,Farrar  Straus and Giroux
1375,The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,1999-11-01,Penguin Classics
1376,The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,2003-01-30,Penguin Classics
1377,The Iliad,Homer/W.H.D. Rouse,1999-08-01,Signet Classics
1378,The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,2000-09-15,Hackett Publishing Company  Inc.
1381,The Odyssey,Homer/Robert Fagles/Bernard Knox,2006-11-30,Penguin Classics
1382,The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,1998-11-05,Farrar  Straus and Giroux
1383,The Odyssey,Homer/Richmond Lattimore,1999-06-01,Harper Perennial
1384,The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,2003-01-30,Penguin Classics
1387,The Odyssey,Homer/W.H.D. Rouse,1999-08-01,Signet Classics
1391,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,2001-01-01,Bolchazy-Carducci Publishers
1402,Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,1999-10-01,Harvard University Press
1403,City Eclogue,Ed Roberson,2006-01-30,Atelos Press
1405,The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,1999-09-02,Oxford University Press
1408,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,1997-12-03,Harvard Common Press
1417,The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,2002-11-07,Viking
1419,The Complete Works,William Shakespeare,1991-10-13,Gramercy
1420,Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,2005-08-01,Cambridge University Press
1423,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,1994-02-01,Applause Books
1424,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,1995-05-01,HarperOne
1425,The Valkyries,Paulo Coelho/Alan R. Clarke,1996-09-28,HarperOne
1426,Warrior of the Light,Paulo Coelho,2004-03-30,HarperOne
1427,The Zahir,Paulo Coelho/Margaret Jull Costa,2006-07-03,HarperOne
1428,By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,2006-05-23,HarperOne
1429,The Fifth Mountain,Paulo Coelho/Clifford E. Landers,2000-04-26,HarperOne
1431,Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,2006-06-01,Harper Perennial
1433,Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,2001-12-01,Penguin Books
1437,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,2000-05-30,Cliffs Notes
1438,Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,2000-05-29,Cliffs Notes
1439,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,2015-03-24,Nonpareil Books
1440,History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,1919-01-01,Harvard University Press
1441,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,1993-10-01,Hackett Publishing Company  Inc.
1444,History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,1921-01-01,Harvard University Press
1445,The Peloponnesian War,Thucydides/Steven Lattimore,1998-06-01,Hackett Publishing Company  Inc.
1449,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,1998-07-17,W. W. Norton & Company
1459,History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,1923-01-01,Harvard University Press
1461,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,1989-01-30,Bryn Mawr Commentaries
1462,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,1955-02-15,University of Chicago Press
1463,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,1969-01-15,University of Chicago Press
1465,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,1968-11-15,University of Chicago Press
1466,Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,2006-08-01,New York Review of Books
1467,Ten Plays,Euripides/Moses Hadas/John Maclean,1990-08-01,Bantam Classics
1468,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,1992-01-15,University of Chicago Press
1470,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,2002-04-15,University of Chicago Press
1473,Medea and Other Plays,Euripides/John Davie/Richard Rutherford,2003-03-27,Penguin Books
1474,Cyclops / Alcestis / Medea,Euripides/David Kovacs,1994-01-01,Loeb Classical Library
1475,Medea,Euripides/Donald J. Mastronarde,2002-09-16,Cambridge University Press
1476,The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,2006-01-26,Penguin Classics
1479,Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,2001-02-22,Oxford University Press  USA
1480,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,2000-11-09,Bloomsbury Methuen Drama
1486,The Trojan Women and Hippolytus,Euripides,2002-07-17,Dover Publications
1488,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,2004-07-17,W. W. Norton  Company
1489,Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,2001-12-20,Oxford University Press
1491,Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,1995-02-15,Loeb Classical Library
1494,Alcestis,Euripides/William Arrowsmith,1990-02-01,Oxford University Press  USA
1495,Suppliant Women / Electra / Heracles,Euripides/David Kovacs,1998-09-01,Loeb Classical Library
1499,Medea,Euripides/Georgia Ann Machemer/Michael   Collier,2006-08-10,Oxford University Press  USA
1504,Euripides: Medea,William Allan,2002-10-31,Bristol Classical Press
1506,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,1965-09-13,Cliffs Notes
1509,Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,1999-12-01,Loeb Classical Library
1510,Helen / Phoenician Women / Orestes,Euripides/David Kovacs,2002-06-15,Loeb Classical Library
1511,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,2006-03-09,Bristol Classical Press
1515,The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,1992-08-01,University of Chicago Press
1516,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,1969-05-15,University of Chicago Press
1517,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,1992-02-01,University of Chicago Press
1518,The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,2004-10-07,Oxford University Press  USA
1519,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,1984-02-07,Penguin Classics
1521,Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,1998-09-15,Hackett Publishing Company  Inc.
1523,Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,1961-08-30,Penguin Books
1525,The Oresteia,Aeschylus/Ted Hughes,2004-09-04,Farrar  Straus and Giroux
